category_name,category_level,category_change_in_revenue_Yesterday,category_no_of_shops_Yesterday,category_revenue_growth_rate_Yesterday,category_avg_revenue_per_shop_Yesterday,category_top_3_shops_revenue_ratio_Yesterday,category_top_10_shops_revenue_ratio_Yesterday,category_soa_revenue_share_Yesterday,category_aff_revenue_share_Yesterday,category_mall_revenue_share_Yesterday,category_change_in_revenue_Last 7 Days,category_no_of_shops_Last 7 Days,category_revenue_growth_rate_Last 7 Days,category_avg_revenue_per_shop_Last 7 Days,category_top_3_shops_revenue_ratio_Last 7 Days,category_top_10_shops_revenue_ratio_Last 7 Days,category_soa_revenue_share_Last 7 Days,category_aff_revenue_share_Last 7 Days,category_mall_revenue_share_Last 7 Days,category_change_in_revenue_Last 30 Days,category_no_of_shops_Last 30 Days,category_revenue_growth_rate_Last 30 Days,category_avg_revenue_per_shop_Last 30 Days,category_top_3_shops_revenue_ratio_Last 30 Days,category_top_10_shops_revenue_ratio_Last 30 Days,category_soa_revenue_share_Last 30 Days,category_aff_revenue_share_Last 30 Days,category_mall_revenue_share_Last 30 Days,category_change_in_revenue_Last 90 Days,category_no_of_shops_Last 90 Days,category_revenue_growth_rate_Last 90 Days,category_avg_revenue_per_shop_Last 90 Days,category_top_3_shops_revenue_ratio_Last 90 Days,category_top_10_shops_revenue_ratio_Last 90 Days,category_soa_revenue_share_Last 90 Days,category_aff_revenue_share_Last 90 Days,category_mall_revenue_share_Last 90 Days,category_change_in_revenue_Last 180 Days,category_no_of_shops_Last 180 Days,category_revenue_growth_rate_Last 180 Days,category_avg_revenue_per_shop_Last 180 Days,category_top_3_shops_revenue_ratio_Last 180 Days,category_top_10_shops_revenue_ratio_Last 180 Days,category_soa_revenue_share_Last 180 Days,category_aff_revenue_share_Last 180 Days,category_mall_revenue_share_Last 180 Days
Beauty & Personal Care,L1,22%,2058,0.00%,$1.49k,9.93%,24.85%,(6.14%),(84.13%),(9.73%),24%,3220,-6.64%,$8.27k,10.48%,23.59%,(6.73%),(82.43%),(10.51%),22%,4632,4.89%,$24.88k,8.90%,23.19%,(6.66%),(78.68%),(14.42%),22%,7172,23.72%,$45.96k,7.90%,21.46%,(6.85%),(73.57%),(18.8%),23%,10056,15.61%,$61.13k,8.42%,21.09%,(6.31%),(72.88%),(20.06%)
