Product Name,Shipped From,Product Category,Product Price,30 Days Lowest Price,Shop Name,Revenue in Last 7 Days,Number of Times Product Sold,Avg Unit Price,Live Revenue,Video Revenue,Shopping Mall Revenue
CAKES covers,Ship From Local,Womenswear & Underwear > Women's Underwear,$27.00,$26.00,CAKES body,$1.30m,44.28k,$29.40,$325.89k,$975.90k,$0.00
